unix,date,symbol,open,high,low,close,Volume BTC,Volume USDT,tradecount
1544572800000,2018-12-12 00:00:00,BTC/USDT,3379.23,3492,3350,3445,33922.931286,116227185.792401,152067
1544659200000,2018-12-13 00:00:00,BTC/USDT,3446.38,3460,3255.5,3302.06,40040.917013,134817053.727483,160471
1544745600000,2018-12-14 00:00:00,BTC/USDT,3302.06,3335.39,3177,3224.17,44492.983807,145101409.493598,184525
1544832000000,2018-12-15 00:00:00,BTC/USDT,3225.19,3276.5,3156.26,3211.72,29796.041436,95588793.6405884,139806
1544918400000,2018-12-16 00:00:00,BTC/USDT,3211.71,3294,3186,3228.67,24628.808538,80068159.4048184,125565
1545004800000,2018-12-17 00:00:00,BTC/USDT,3229.22,3585,3216,3509.08,66761.751697,228756567.649547,283814
1545091200000,2018-12-18 00:00:00,BTC/USDT,3509.03,3678.59,3424.47,3652.98,61369.615257,216563775.025232,296433
1545177600000,2018-12-19 00:00:00,BTC/USDT,3653,3912.73,3622.55,3662.22,94137.341014,352638213.538531,434026
1545264000000,2018-12-20 00:00:00,BTC/USDT,3660.01,4120,3635,4049.62,101543.835986,399967057.782816,500506
1545350400000,2018-12-21 00:00:00,BTC/USDT,4051.86,4139.99,3764,3838.66,82343.850112,325803279.96267,436187
1545436800000,2018-12-22 00:00:00,BTC/USDT,3840.25,3979,3785,3948.91,42822.350872,165085567.585566,249148
1545523200000,2018-12-23 00:00:00,BTC/USDT,3948.91,4021.53,3870,3929.71,40117.531529,158756356.817624,258417
1545609600000,2018-12-24 00:00:00,BTC/USDT,3929.71,4198,3924.83,4008.01,64647.809129,264628967.065911,400403
1545696000000,2018-12-25 00:00:00,BTC/USDT,4010.11,4020,3646.41,3745.79,62725.629432,235584302.952561,356377
1545782400000,2018-12-26 00:00:00,BTC/USDT,3745.56,3837.15,3656.74,3777.74,42629.375817,159705204.504156,267746
1545868800000,2018-12-27 00:00:00,BTC/USDT,3777.74,3813.98,3535,3567.91,44097.392912,161915849.873105,262733
1545955200000,2018-12-28 00:00:00,BTC/USDT,3567.89,3887.25,3540.04,3839.26,45964.304987,170638519.247279,251040
1546041600000,2018-12-29 00:00:00,BTC/USDT,3839,3892,3670,3695.32,38874.373903,148205200.107737,244844
1546128000000,2018-12-30 00:00:00,BTC/USDT,3696.71,3903.5,3657.9,3801.91,33222.369262,124966229.520229,218929
1546214400000,2018-12-31 00:00:00,BTC/USDT,3803.12,3810,3630.33,3702.9,29991.77835,111847216.117082,190308
1546300800000,2019-01-01 00:00:00,BTC/USDT,3701.23,3810.16,3642,3797.14,23741.687033,88149249.0923046,154227
1546387200000,2019-01-02 00:00:00,BTC/USDT,3796.45,3882.14,3750.45,3858.56,35156.463369,133876627.246511,218538
1546473600000,2019-01-03 00:00:00,BTC/USDT,3857.57,3862.74,3730,3766.78,29406.948359,111657372.695265,199812
1546560000000,2019-01-04 00:00:00,BTC/USDT,3767.2,3823.64,3703.57,3792.01,29519.554671,111034550.640662,192232
1546646400000,2019-01-05 00:00:00,BTC/USDT,3790.09,3840.99,3751,3770.96,30490.667751,115893501.275159,203673
1546732800000,2019-01-06 00:00:00,BTC/USDT,3771.12,4027.71,3740,3987.6,36553.806709,142198812.189147,240496
1546819200000,2019-01-07 00:00:00,BTC/USDT,3987.62,4017.9,3921.53,3975.45,31869.846264,126830380.492872,221219
1546905600000,2019-01-08 00:00:00,BTC/USDT,3976.76,4069.8,3903,3955.13,38901.423122,154778846.542366,242898
1546992000000,2019-01-09 00:00:00,BTC/USDT,3955.45,4006.81,3930.04,3966.65,28989.439511,115218950.315549,209240
1547078400000,2019-01-10 00:00:00,BTC/USDT,3966.06,3996.01,3540,3585.88,59402.22851,221789348.034698,374760
1547164800000,2019-01-11 00:00:00,BTC/USDT,3585.88,3658,3465,3601.31,38338.654733,137560743.62486,264996
1547251200000,2019-01-12 00:00:00,BTC/USDT,3601.31,3618.19,3530,3583.13,21999.928354,78908770.6765804,175679
1547337600000,2019-01-13 00:00:00,BTC/USDT,3584.1,3611.1,3441.3,3476.81,26385.757454,92882249.467379,183113
1547424000000,2019-01-14 00:00:00,BTC/USDT,3477.56,3671.87,3467.02,3626.09,35235.211215,125631820.067051,229452
1547510400000,2019-01-15 00:00:00,BTC/USDT,3626.08,3648.42,3516.62,3553.06,34137.997459,122785440.228875,231684
1547596800000,2019-01-16 00:00:00,BTC/USDT,3553.06,3645,3543.51,3591.84,27480.179977,98504455.2066653,205159
1547683200000,2019-01-17 00:00:00,BTC/USDT,3591.84,3634.7,3530.39,3616.21,29755.440838,106709136.973243,217797
1547769600000,2019-01-18 00:00:00,BTC/USDT,3613.32,3620,3565.75,3594.87,22713.446755,81699723.5447914,177567
1547856000000,2019-01-19 00:00:00,BTC/USDT,3594.87,3720,3594.23,3665.3,22171.578123,81354185.9032599,175054
1547942400000,2019-01-20 00:00:00,BTC/USDT,3665.75,3693.73,3475,3539.28,27901.938598,99767239.9538145,204941
1548028800000,2019-01-21 00:00:00,BTC/USDT,3539.26,3559.51,3475.5,3526.9,19644.436839,69316548.7668555,160825
1548115200000,2019-01-22 00:00:00,BTC/USDT,3526.88,3608.5,3434.85,3570.93,29336.442967,103804480.11606,195484
1548201600000,2019-01-23 00:00:00,BTC/USDT,3570.41,3607.98,3514.5,3552.82,24938.842698,88816396.3458354,192892
1548288000000,2019-01-24 00:00:00,BTC/USDT,3552.97,3589,3529.22,3569.62,20826.25118,74037052.8663274,162159
1548374400000,2019-01-25 00:00:00,BTC/USDT,3569.07,3587.15,3522.51,3565.29,17608.346671,62634926.4552453,153413
1548460800000,2019-01-26 00:00:00,BTC/USDT,3566.69,3662.94,3545,3565.25,19476.532344,69841766.6469315,135369
1548547200000,2019-01-27 00:00:00,BTC/USDT,3565.62,3579,3486,3550.84,22735.598162,80743416.8465368,163855
1548633600000,2019-01-28 00:00:00,BTC/USDT,3550.05,3557.75,3380.27,3434.15,40405.111401,139258708.764309,260799
1548720000000,2019-01-29 00:00:00,BTC/USDT,3434,3443.45,3349.92,3411.04,29544.928977,100542807.464799,189650
1548806400000,2019-01-30 00:00:00,BTC/USDT,3410.04,3478,3387.1,3458.18,23968.260243,82521122.8619175,180820
1548892800000,2019-01-31 00:00:00,BTC/USDT,3457.5,3489.2,3418.8,3434.1,29607.190253,101928346.976997,198100
1548979200000,2019-02-01 00:00:00,BTC/USDT,3434.1,3488,3401.2,3462.07,25260.476159,87075914.2326683,167520
1549065600000,2019-02-02 00:00:00,BTC/USDT,3462.2,3526.4,3440.29,3504.77,17920802,62134037.9753988,153234
1549152000000,2019-02-03 00:00:00,BTC/USDT,3504.06,3511.09,3426,3458.11,19867.33639,68801620.0624161,138592
1549238400000,2019-02-04 00:00:00,BTC/USDT,3458.11,3484.88,3433.31,3463.22,23131.981108,80024258.2276661,155686
1549324800000,2019-02-05 00:00:00,BTC/USDT,3463.22,3478.97,3448.43,3471.59,25264.41503,87491347.0638149,162066
1549411200000,2019-02-06 00:00:00,BTC/USDT,3471.57,3482.72,3380,3405.37,35310.244846,120500703.005157,207024
1549497600000,2019-02-07 00:00:00,BTC/USDT,3407,3426.45,3390,3398.4,18665.538638,63611505.7865722,148209
1549584000000,2019-02-08 00:00:00,BTC/USDT,3398.4,3733.58,3373.1,3659.04,47968.058013,170118212.461979,277242
1549670400000,2019-02-09 00:00:00,BTC/USDT,3660.27,3680.02,3625.13,3665.18,24759.833719,90488500.0676624,192209
1549756800000,2019-02-10 00:00:00,BTC/USDT,3665.18,3684.99,3609.76,3680.06,23250.602634,84696423.9623375,171099
1549843200000,2019-02-11 00:00:00,BTC/USDT,3679.75,3684.9,3615.53,3631.05,24954.614571,90731831.9042743,172626
1549929600000,2019-02-12 00:00:00,BTC/USDT,3631.05,3667.6,3582.34,3631.46,29479.59823,106766439.994365,198996
1550016000000,2019-02-13 00:00:00,BTC/USDT,3631.51,3670,3591.75,3609.4,25773.997648,93350740.9483057,167690
1550102400000,2019-02-14 00:00:00,BTC/USDT,3608.34,3626.4,3568.11,3590.56,21753.501261,78367545.5794593,155215
1550188800000,2019-02-15 00:00:00,BTC/USDT,3590.57,3653.23,3573.45,3602.47,20777.872899,74938358.1835287,151256
1550275200000,2019-02-16 00:00:00,BTC/USDT,3602.49,3648.2,3597.91,3618.41,19565.992751,70894921.8076153,149393
1550361600000,2019-02-17 00:00:00,BTC/USDT,3617.22,3700.11,3604.4,3667.58,25690.227779,93426433.1322613,179511
1550448000000,2019-02-18 00:00:00,BTC/USDT,3667.62,3925,3655,3898.6,64042.730492,242898012.769226,393515
1550534400000,2019-02-19 00:00:00,BTC/USDT,3897.35,3994.52,3856,3907.79,50207.172667,197091641.0474,332281
1550620800000,2019-02-20 00:00:00,BTC/USDT,3907.35,3986.98,3870.66,3969.74,36205.14085,142571564.56113,250176
1550707200000,2019-02-21 00:00:00,BTC/USDT,3969.74,4016.48,3901.03,3937.31,31103.884728,122714273.874177,209571
1550793600000,2019-02-22 00:00:00,BTC/USDT,3937.31,3988,3926.65,3962,23943.16375,94739322.7455703,179588
1550880000000,2019-02-23 00:00:00,BTC/USDT,3962,4162.02,3933.15,4117.76,33657.942883,135782959.418273,231563
1550966400000,2019-02-24 00:00:00,BTC/USDT,4118,4198,3712.66,3743.56,62224.18689,244146803.51887,410578
1551052800000,2019-02-25 00:00:00,BTC/USDT,3743.56,3872.66,3740,3827.92,38102.966245,145285565.203171,262716
1551139200000,2019-02-26 00:00:00,BTC/USDT,3828.44,3841.51,3777,3809.23,28838.748036,109932596.106094,213897
1551225600000,2019-02-27 00:00:00,BTC/USDT,3809.31,3838.85,3677.17,3818.07,31500.995466,119564023.120042,201626
1551312000000,2019-02-28 00:00:00,BTC/USDT,3818.04,3888,3763.87,3813.69,32561.961044,124703738.393368,233849
1551398400000,2019-03-01 00:00:00,BTC/USDT,3814.26,3857,3813.01,3823,23174.57217,88851336.5211179,179860
1551484800000,2019-03-02 00:00:00,BTC/USDT,3822.17,3841.31,3772.25,3819.93,19445.838355,74175357.778823,149854
1551571200000,2019-03-03 00:00:00,BTC/USDT,3819.97,3835,3781.32,3807.75,16718.16541,63791898.991597,127681
1551657600000,2019-03-04 00:00:00,BTC/USDT,3807.32,3830,3670.69,3715.3,34742.84166,129739738.238158,218615
1551744000000,2019-03-05 00:00:00,BTC/USDT,3716.1,3877.1,3703.55,3857.73,32962.536162,124945530.762145,202444
1551830400000,2019-03-06 00:00:00,BTC/USDT,3857.58,3907,3813.09,3861.84,24775.11883,95417637.5889866,165101
1551916800000,2019-03-07 00:00:00,BTC/USDT,3861.84,3905.4,3840.4,3873.64,26455.257661,102585458.383339,180520
1552003200000,2019-03-08 00:00:00,BTC/USDT,3873.63,3932,3800,3864.89,34730.366592,135000852.010359,211534
1552089600000,2019-03-09 00:00:00,BTC/USDT,3864.88,3971.75,3854.75,3943.04,30979.747653,121353606.968034,206869
1552176000000,2019-03-10 00:00:00,BTC/USDT,3943.43,3943.43,3881.69,3916.82,23187.561412,90693949.7215073,167920
1552262400000,2019-03-11 00:00:00,BTC/USDT,3915.99,3936.98,3830,3871.61,38066.885705,147721971.094469,209916
1552348800000,2019-03-12 00:00:00,BTC/USDT,3871.61,3905.2,3826.06,3882.73,26921.008622,104393849.448448,182885
1552435200000,2019-03-13 00:00:00,BTC/USDT,3882.69,3893.56,3840,3866,24461.008757,94680049.4603375,186572
1552521600000,2019-03-14 00:00:00,BTC/USDT,3866,3920,3810.43,3877.12,27048.74853,104673038.776023,196651
1552608000000,2019-03-15 00:00:00,BTC/USDT,3877.12,3939.22,3872.2,3923.76,21740.061498,84919900.7174447,163866
1552694400000,2019-03-16 00:00:00,BTC/USDT,3924.46,4056.98,3921.98,4005.98,28568.376124,114227606.406817,216198
1552780800000,2019-03-17 00:00:00,BTC/USDT,4005.98,4012,3950.01,3981.14,18814.255577,74893913.0577603,146953
1552867200000,2019-03-18 00:00:00,BTC/USDT,3981.85,4037,3953.33,3987.81,22454.47801,89526258.3891064,157876
1552953600000,2019-03-19 00:00:00,BTC/USDT,3987.83,4031,3970,4015.53,19893.741815,79503748.3626347,147394
1553040000000,2019-03-20 00:00:00,BTC/USDT,4017.48,4050,3980.5,4043.04,23432.300255,94019734.2332643,175036
1553126400000,2019-03-21 00:00:00,BTC/USDT,4043.04,4069.32,3880.01,3980.64,35997.682119,144010401.508451,236100
1553212800000,2019-03-22 00:00:00,BTC/USDT,3980.85,4008,3968.25,3986.93,20022.606318,79861943.8108997,153703
1553299200000,2019-03-23 00:00:00,BTC/USDT,3987.89,4018.83,3978.01,4006.01,17302.604318,69169819.8628637,143155
1553385600000,2019-03-24 00:00:00,BTC/USDT,4006.01,4006.02,3950,3992.18,17179.850648,68524082.7469562,131087
1553472000000,2019-03-25 00:00:00,BTC/USDT,3991.35,3999.3,3888.71,3936.12,33192.890217,131507366.375129,227739
1553558400000,2019-03-26 00:00:00,BTC/USDT,3935.47,3958.98,3894,3948.55,29349.537627,115330070.990715,192418
1553644800000,2019-03-27 00:00:00,BTC/USDT,3948.77,4048,3936.15,4038.05,32364.555852,129681258.016214,224309
1553731200000,2019-03-28 00:00:00,BTC/USDT,4039.58,4039.7,4002,4027.81,20089.293875,80822230.5798466,157060
1553817600000,2019-03-29 00:00:00,BTC/USDT,4028.22,4123.71,4024.03,4103.25,30084.217444,122585822.586505,203826
1553904000000,2019-03-30 00:00:00,BTC/USDT,4104.24,4140,4052,4106.97,19509.292601,79853835.581824,162463
1553990400000,2019-03-31 00:00:00,BTC/USDT,4106.99,4116.12,4082.57,4103.95,13525.087433,55472147.1270168,124046
1554076800000,2019-04-01 00:00:00,BTC/USDT,4102.44,4158.7,4067,4144.56,25507.067641,105388238.147889,184268
1554163200000,2019-04-02 00:00:00,BTC/USDT,4144.54,4897.99,4140.54,4857.29,105383.639263,489018726.757507,609133
1554249600000,2019-04-03 00:00:00,BTC/USDT,4857.19,5275.01,4753.5,4932.6,109890.125743,548900970.917884,692019
1554336000000,2019-04-04 00:00:00,BTC/USDT,4932.59,5039.08,4777,4898.66,61054.254168,301411332.009024,419141
1554422400000,2019-04-05 00:00:00,BTC/USDT,4898.64,5028.22,4880.62,5004.95,39768.552806,197660830.710967,292375
1554508800000,2019-04-06 00:00:00,BTC/USDT,5004.96,5205,4928.59,5043.89,41770.842313,210963411.613132,281237
1554595200000,2019-04-07 00:00:00,BTC/USDT,5042.07,5234,5026,5170.27,37615.486804,192916750.571904,274084
1554681600000,2019-04-08 00:00:00,BTC/USDT,5170.27,5305,5039,5236.9,50178.430782,260487077.767567,350828
1554768000000,2019-04-09 00:00:00,BTC/USDT,5238.38,5238.4,5076.68,5150,34067.012311,175633627.316373,253381
1554854400000,2019-04-10 00:00:00,BTC/USDT,5150,5422,5135,5308.25,40073.620471,210870034.512055,260967
1554940800000,2019-04-11 00:00:00,BTC/USDT,5307.86,5332.67,4927,5017.37,54696.600686,277736905.857498,369304
1555027200000,2019-04-12 00:00:00,BTC/USDT,5017.37,5080.58,4861.22,5048.01,33276.678614,166485761.079312,226036
1555113600000,2019-04-13 00:00:00,BTC/USDT,5047,5099,5004,5045.22,17292.456802,87375984.4446151,138674
1555200000000,2019-04-14 00:00:00,BTC/USDT,5047.45,5152.99,5000,5131.3,18281.607739,92594930.4271013,131700
1555286400000,2019-04-15 00:00:00,BTC/USDT,5131.28,5167.38,4950,5024.95,29057.191581,147687551.941477,204944
1555372800000,2019-04-16 00:00:00,BTC/USDT,5024.95,5197.72,5003.94,5173.72,24242.229493,123581651.712164,168550
1555459200000,2019-04-17 00:00:00,BTC/USDT,5173.72,5230.4,5146.8,5202.82,23307.536134,120972345.518216,179490
1555545600000,2019-04-18 00:00:00,BTC/USDT,5202.41,5287,5198.8,5258.44,22619.239001,118573129.865201,167110
1555632000000,2019-04-19 00:00:00,BTC/USDT,5258.44,5320,5175,5258.68,24611.236323,128937309.638064,178148
1555718400000,2019-04-20 00:00:00,BTC/USDT,5258.68,5333.42,5230.1,5291.73,19168.908274,101343660.153244,157080
1555804800000,2019-04-21 00:00:00,BTC/USDT,5292.91,5314.35,5165,5256.14,25549.570939,133929931.150687,210494
1555891200000,2019-04-22 00:00:00,BTC/USDT,5257.41,5400,5208.35,5357.14,29563.852309,156632202.970996,210361
1555977600000,2019-04-23 00:00:00,BTC/USDT,5357.14,5600,5332.41,5493.31,41262.103917,227154061.857714,282563
1556064000000,2019-04-24 00:00:00,BTC/USDT,5490.91,5582.2,5333.35,5415,48224.152413,262493252.935842,339599
1556150400000,2019-04-25 00:00:00,BTC/USDT,5415,5491.84,5102,5219.9,49636.089948,265091565.61466,331089
1556236800000,2019-04-26 00:00:00,BTC/USDT,5220.47,5510,5161.62,5314.1,48912.294513,259659705.651386,333183
1556323200000,2019-04-27 00:00:00,BTC/USDT,5315,5342.5,5257.67,5295.69,15422.896935,81749716.4217444,145733
1556409600000,2019-04-28 00:00:00,BTC/USDT,5295.69,5340,5259.48,5307.52,14371.433869,76277087.3742408,127730
1556496000000,2019-04-29 00:00:00,BTC/USDT,5309.81,5332,5178.8,5238.14,19918.135079,104822151.51445,178472
1556582400000,2019-04-30 00:00:00,BTC/USDT,5238.14,5339.98,5192.15,5320.81,22238.06823,117309839.230798,180989
1556668800000,2019-05-01 00:00:00,BTC/USDT,5321.94,5402,5316.2,5383.2,17217.473216,92194935.6047804,161488
1556755200000,2019-05-02 00:00:00,BTC/USDT,5383.2,5538,5370,5492.87,22795.787835,124498567.207654,181896
1556841600000,2019-05-03 00:00:00,BTC/USDT,5494.81,5844,5477.57,5772.69,46297.172849,264435878.92811,338298
1556928000000,2019-05-04 00:00:00,BTC/USDT,5770.62,5900,5587.45,5829.45,39682.408991,228942582.450779,283145
1557014400000,2019-05-05 00:00:00,BTC/USDT,5829.83,5839.9,5696,5775.62,23822.543775,137653160.766022,185365
1557100800000,2019-05-06 00:00:00,BTC/USDT,5773.18,5805,5619.14,5747.79,25256.596325,144358553.854622,230431
1557187200000,2019-05-07 00:00:00,BTC/USDT,5749.92,6028.41,5747.74,5846.34,39905.064422,236176663.817921,301388
1557273600000,2019-05-08 00:00:00,BTC/USDT,5846.34,6014.72,5772.2,5987.29,23074.05152,136245255.557208,190966
1557360000000,2019-05-09 00:00:00,BTC/USDT,5986.66,6224.55,5983.71,6209.18,27453.011436,167489934.34359,227841
1557446400000,2019-05-10 00:00:00,BTC/USDT,6209.95,6468.92,6172,6373.33,36623.61079,231801342.432093,283074
1557532800000,2019-05-11 00:00:00,BTC/USDT,6375.16,7343.99,6372.85,7076.22,74022.424393,507216001.343404,562540
1557619200000,2019-05-12 00:00:00,BTC/USDT,7076.24,7521.78,6750,6967.31,86948.975339,619939454.489655,647345
1557705600000,2019-05-13 00:00:00,BTC/USDT,6968.24,8100,6870,7790.71,85804.735333,648012612.292701,588497
1557792000000,2019-05-14 00:00:00,BTC/USDT,7795.62,8366,7599.56,7947.56,76583.722603,611103206.003273,655426
1557878400000,2019-05-15 00:00:00,BTC/USDT,7945.26,8249,7850,8169.87,37884.327211,305196285.275582,347533
1557964800000,2019-05-16 00:00:00,BTC/USDT,8169.08,8320,7705,7866.59,69630.513996,557126171.278964,666538
1558051200000,2019-05-17 00:00:00,BTC/USDT,7868.67,7925,6913,7355.26,88752.008159,645676487.374403,803893
1558137600000,2019-05-18 00:00:00,BTC/USDT,7355.28,7458,7156.61,7257.45,37054.944779,271170511.050933,379504
1558224000000,2019-05-19 00:00:00,BTC/USDT,7257.32,8275.09,7243.08,8148.48,65577.442058,517729474.358441,583432
1558310400000,2019-05-20 00:00:00,BTC/USDT,8147.94,8156.03,7553,7938.15,65859.208564,517939277.868858,610360
1558396800000,2019-05-21 00:00:00,BTC/USDT,7937.16,8042.32,7771,7904.87,52301.752247,413637782.369746,554038
1558483200000,2019-05-22 00:00:00,BTC/USDT,7904.48,8016,7465,7628.43,49136.994589,384730220.721952,461337
1558569600000,2019-05-23 00:00:00,BTC/USDT,7627.8,7940.98,7461,7851.51,49648.184701,381536239.512848,449220
1558656000000,2019-05-24 00:00:00,BTC/USDT,7849.95,8130,7766,7964.87,46664.785325,371381043.731603,428676
1558742400000,2019-05-25 00:00:00,BTC/USDT,7964.52,8091.8,7908.34,8025.41,28414.328817,227376280.585408,264448
1558828800000,2019-05-26 00:00:00,BTC/USDT,8023,8740,7833.42,8614.43,49652.144567,409616322.388479,377306
1558915200000,2019-05-27 00:00:00,BTC/USDT,8612.54,8908.32,8589,8756.32,51886.768793,452651204.934902,478773
1559001600000,2019-05-28 00:00:00,BTC/USDT,8752.52,8798.49,8510.63,8715.64,31470.551534,273791910.631476,349123
1559088000000,2019-05-29 00:00:00,BTC/USDT,8716.87,8750,8406.6,8645.68,33880.865922,292094591.018039,352317
1559174400000,2019-05-30 00:00:00,BTC/USDT,8646.5,9074.26,8005,8269.54,70379.998521,603312537.380843,617341
1559260800000,2019-05-31 00:00:00,BTC/USDT,8267.1,8594,8108.5,8555,44727.49162,373629673.919014,416525
1559347200000,2019-06-01 00:00:00,BTC/USDT,8555,8626,8442.36,8544.07,31868.234157,272098436.340696,348375
1559433600000,2019-06-02 00:00:00,BTC/USDT,8545.1,8814.78,8524,8725.98,27835.133265,241414596.719505,299353
1559520000000,2019-06-03 00:00:00,BTC/USDT,8726,8800.95,8080.8,8115.82,45692.965104,387155494.973049,431252
1559606400000,2019-06-04 00:00:00,BTC/USDT,8115.66,8115.66,7481.02,7687.03,74143.948941,582173398.325797,645913
1559692800000,2019-06-05 00:00:00,BTC/USDT,7687.04,7896.7,7572.78,7776.5,48679.656455,377635818.004409,426120
1559779200000,2019-06-06 00:00:00,BTC/USDT,7778.08,7868.13,7444.58,7786.7,36624.118747,282156410.543789,371485
1559865600000,2019-06-07 00:00:00,BTC/USDT,7787.57,8100,7737.49,7980.53,33942.225658,269125728.14165,323096
1559952000000,2019-06-08 00:00:00,BTC/USDT,7978.94,8044.65,7751,7893.62,22657.329634,179047320.02388,250864
1560038400000,2019-06-09 00:00:00,BTC/USDT,7895.28,7935,7506.66,7628.13,31568.465157,243970971.024434,322175
1560124800000,2019-06-10 00:00:00,BTC/USDT,7627.57,8020,7511,7982.75,36756.078468,287125339.970114,387179
1560211200000,2019-06-11 00:00:00,BTC/USDT,7981,8010,7692.23,7884.9,30334.999427,238031771.517473,309059
1560297600000,2019-06-12 00:00:00,BTC/USDT,7884.9,8200,7788.99,8127.64,41597.082622,333291726646,361980
1560384000000,2019-06-13 00:00:00,BTC/USDT,8127.64,8309.82,8010.03,8218.54,30467.764341,248418184.772047,341246
1560470400000,2019-06-14 00:00:00,BTC/USDT,8216.44,8684.41,8144.32,8650,39835.246255,333475488.553759,410072
1560556800000,2019-06-15 00:00:00,BTC/USDT,8650.88,8864.99,8567.63,8808.7,31791.636039,276420769.293385,335840
1560643200000,2019-06-16 00:00:00,BTC/USDT,8810.77,9333,8760,8953.33,63289.251219,574211342.97966,552319
1560729600000,2019-06-17 00:00:00,BTC/USDT,8953,9444,8950,9313.96,47895.485374,441567296.059266,462160
1560816000000,2019-06-18 00:00:00,BTC/USDT,9312.13,9336.36,8950,9081.55,51554.569401,470271954.298706,449730
1560902400000,2019-06-19 00:00:00,BTC/USDT,9081.97,9304,8960,9255.49,32147.706495,293748062.666849,306202
1560988800000,2019-06-20 00:00:00,BTC/USDT,9253.76,9590,9175.2,9517.12,34556.053982,323621848.198762,350662
1561075200000,2019-06-21 00:00:00,BTC/USDT,9518.06,10174.99,9518.06,10159.86,50484.415892,494783687.985352,474344
1561161600000,2019-06-22 00:00:00,BTC/USDT,10159.86,11160,9921.72,10729.5,104169.447976,1112069567.63812,923334
1561248000000,2019-06-23 00:00:00,BTC/USDT,10729,11392.64,10555.18,10906.07,57445.323945,625330374.746688,557935
1561334400000,2019-06-24 00:00:00,BTC/USDT,10905.95,11143.63,10620.8,11056.59,43101.045285,469746663.938117,440335
1561420800000,2019-06-25 00:00:00,BTC/USDT,11056.59,11850,11026,11820.86,61276.686648,697773986.269186,597798
1561507200000,2019-06-26 00:00:00,BTC/USDT,11821.28,13970,11741,13093.8,155930.147386,1996178374.59449,1355074
1561593600000,2019-06-27 00:00:00,BTC/USDT,13098.38,13478.04,10525.1,11329.99,173894.820889,2058443849314,1357233
1561680000000,2019-06-28 00:00:00,BTC/USDT,11329.99,12480,10982.88,12400.63,95795.203964,1129888341.32128,883116
1561766400000,2019-06-29 00:00:00,BTC/USDT,12407.06,12441.54,11475.02,11903.13,69642.074157,829011822.236532,732073
1561852800000,2019-06-30 00:00:00,BTC/USDT,11903.13,12180,10766.03,10854.1,84512.530443,971151050.900582,711267
1561939200000,2019-07-01 00:00:00,BTC/USDT,10854.1,11282.28,10030,10624.93,90962.268271,972343281.860355,757458
1562025600000,2019-07-02 00:00:00,BTC/USDT,10624.9,10938.75,9727,10842.85,109561.038728,1128353804.80079,870148
1562112000000,2019-07-03 00:00:00,BTC/USDT,10844.98,11991.89,10841.04,11940,96815.90029,1097804642.75777,814754
1562198400000,2019-07-04 00:00:00,BTC/USDT,11940,12000,11055,11145.67,66512.221892,775818897.389485,643867
1562284800000,2019-07-05 00:00:00,BTC/USDT,11145.67,11406.83,10796.44,10970.73,63534.350582,705853649.02649,564857
1562371200000,2019-07-06 00:00:00,BTC/USDT,10982.41,11665,10964.51,11256.49,51469.496331,585001376.155429,470692
1562457600000,2019-07-07 00:00:00,BTC/USDT,11256.45,11538,11094.37,11406.24,38884.795599,439439052.945542,366769
1562544000000,2019-07-08 00:00:00,BTC/USDT,11410,12338.03,11220,12238.6,52182.367215,618530684.432552,507860
1562630400000,2019-07-09 00:00:00,BTC/USDT,12238.6,12794.73,12068,12543.41,78442.130343,975986802.030035,660273
1562716800000,2019-07-10 00:00:00,BTC/USDT,12548.51,13147.08,11569,12108.37,109246.044997,1369749939.9675,899391
1562803200000,2019-07-11 00:00:00,BTC/USDT,12108.11,12111.73,11000,11342.89,87506.461058,1007356802.21826,760057
1562889600000,2019-07-12 00:00:00,BTC/USDT,11342.88,11885,11073,11757.22,56321.858281,649824820.765481,537561
1562976000000,2019-07-13 00:00:00,BTC/USDT,11757.22,11799.98,10830,11355.76,54245.594548,614050007.991945,510305
1563062400000,2019-07-14 00:00:00,BTC/USDT,11355.78,11452,10103,10174.18,72517.579236,777646151.602947,649043
1563148800000,2019-07-15 00:00:00,BTC/USDT,10174.18,11100,9860,10838.72,81922.426332,851028723.703186,732206
1563235200000,2019-07-16 00:00:00,BTC/USDT,10833.78,11028,9350.01,9439.59,97219.443413,982462166.69323,796646
1563321600000,2019-07-17 00:00:00,BTC/USDT,9430.17,9957,9060,9667.92,84942.672717,809555508.347679,757742
1563408000000,2019-07-18 00:00:00,BTC/USDT,9668.86,10788,9252,10627.16,80283.310252,807822745.185433,734821
1563494400000,2019-07-19 00:00:00,BTC/USDT,10628.64,10769.71,10121.84,10504.29,56546.932133,589931612.341986,567735
1563580800000,2019-07-20 00:00:00,BTC/USDT,10505.78,11068.99,10350,10740.23,47331.899848,505569016.350083,461660
1563667200000,2019-07-21 00:00:00,BTC/USDT,10740.27,10817.9,10288,10589.45,38834.287935,409661485.998565,395452
1563753600000,2019-07-22 00:00:00,BTC/USDT,10590.15,10683.16,10100,10340.31,40467.954839,421016379.362088,389565
1563840000000,2019-07-23 00:00:00,BTC/USDT,10343.08,10343.97,9822,9864.91,47624.37071,478441909.405057,448147
1563926400000,2019-07-24 00:00:00,BTC/USDT,9864.78,9937,9525,9763.28,43475.380377,422534162.145712,424762
1564012800000,2019-07-25 00:00:00,BTC/USDT,9763.4,10175,9720.03,9879.87,37873.354728,378938450.081767,368176
1564099200000,2019-07-26 00:00:00,BTC/USDT,9882.15,9889.98,9637,9824,27167.463217,265108103.133921,299935
